id,uatu:date,smartbi:customer,smartbi:product_code,smartbi:product_name,smartbi:product_family,smartbi:sold_quant,smartbi:sold_price,smartbi:unit_cost,smartbi:product_category,smartbi:provider,smartbi:delivery_country,smartbi:delivery_address,smartbi:delivery_street,smartbi:delivery_city,smartbi:delivery_pc,smartbi:delivery_region
299,07/08/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,226,38.5,26.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Udine,Udine,Friuli Venezia Giulia
300,10/08/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,227,38.4,26.4,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Potenza,Potenza,Basilicata
301,10/08/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,228,38.3,26.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trento,Trento,Trentino-Alto Adige
302,11/08/2020,Cliente W,B102,Prodotto 2,Famiglia B1,229,38.2,26.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vibo Valentia,Vibo Valentia,Calabria
303,11/08/2020,Cliente W,B102,Prodotto 2,Famiglia B1,230,38.1,26.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trento,Trento,Trentino-Alto Adige
304,11/08/2020,Cliente X,B102,Prodotto 2,Famiglia B1,231,38.0,26.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Viterbo,Viterbo,Lazio
305,17/08/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,232,38.3,26.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vercelli,Vercelli,Piemonte
306,18/08/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,233,38.2,26.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Terni,Terni,Umbria
307,18/08/2020,Cliente X,B102,Prodotto 2,Famiglia B1,234,38.1,26.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trento,Trento,Trentino-Alto Adige
308,21/08/2020,Cliente W,B102,Prodotto 2,Famiglia B1,235,38.0,26.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
309,21/08/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,236,37.5,25.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Rimini,Rimini,Emilia-Romagna
310,24/08/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,237,37.4,25.4,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Sud Sardegna,Sud Sardegna,Sardegna
311,24/08/2020,Cliente W,B102,Prodotto 2,Famiglia B1,238,37.3,25.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Siena,Siena,Toscana
312,25/08/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,239,37.2,25.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Salerno,Salerno,Campania
313,28/08/2020,Cliente W,B102,Prodotto 2,Famiglia B1,240,37.1,25.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Sud Sardegna,Sud Sardegna,Sardegna
314,18/09/2020,Cliente X,B102,Prodotto 2,Famiglia B1,241,37.0,25.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trento,Trento,Trentino-Alto Adige
315,18/09/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,242,37.3,25.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vicenza,Vicenza,Veneto
316,21/09/2020,Cliente W,B102,Prodotto 2,Famiglia B1,243,37.2,25.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Siena,Siena,Toscana
317,22/09/2020,Cliente X,B102,Prodotto 2,Famiglia B1,244,37.1,25.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Pesaro e Urbino,Pesaro e Urbino,Marche
318,22/09/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,245,37.0,25.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vercelli,Vercelli,Piemonte
319,23/09/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,246,36.5,24.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Potenza,Potenza,Basilicata
320,28/09/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,247,36.4,24.4,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Varese,Varese,Lombardia
321,30/09/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,248,36.3,24.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Potenza,Potenza,Basilicata
322,30/09/2020,Cliente X,B102,Prodotto 2,Famiglia B1,249,36.2,24.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Varese,Varese,Lombardia
323,30/09/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,250,36.1,24.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vibo Valentia,Vibo Valentia,Calabria
324,01/10/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,251,36.0,24.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Viterbo,Viterbo,Lazio
325,06/10/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,252,36.3,24.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Taranto,Taranto,Puglia
326,09/10/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,253,36.2,24.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Terni,Terni,Umbria
327,12/10/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,254,36.1,24.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Varese,Varese,Lombardia
328,19/10/2020,Cliente W,B102,Prodotto 2,Famiglia B1,255,36.0,24.0,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Terni,Terni,Umbria
329,20/10/2020,Cliente X,B102,Prodotto 2,Famiglia B1,256,35.5,24.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vicenza,Vicenza,Veneto
330,21/10/2020,Cliente X,B102,Prodotto 2,Famiglia B1,254,36.1,24.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trapani,Trapani,Sicilia
331,22/10/2020,Cliente W,B102,Prodotto 2,Famiglia B1,252,36.3,24.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Aosta,Aosta,Valle d'Aosta
332,23/10/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,250,36.1,24.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Varese,Varese,Lombardia
333,23/10/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,248,36.3,24.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Varese,Varese,Lombardia
334,27/10/2020,Cliente W,B102,Prodotto 2,Famiglia B1,246,36.5,24.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Salerno,Salerno,Campania
335,27/10/2020,Cliente X,B102,Prodotto 2,Famiglia B1,244,37.1,25.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vibo Valentia,Vibo Valentia,Calabria
336,28/10/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,242,37.3,25.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Teramo,Teramo,Abruzzo
337,28/10/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,240,37.1,25.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Pesaro e Urbino,Pesaro e Urbino,Marche
338,30/10/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,238,37.3,25.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
339,02/11/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,236,37.5,25.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trapani,Trapani,Sicilia
340,02/11/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,234,38.1,26.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Siena,Siena,Toscana
341,03/11/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,232,38.3,26.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Savona,Savona,Liguria
342,05/11/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,230,38.1,26.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Terni,Terni,Umbria
343,09/11/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,228,38.3,26.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Teramo,Teramo,Abruzzo
344,12/11/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,226,38.5,26.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Siena,Siena,Toscana
345,16/11/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,224,39.1,27.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Teramo,Teramo,Abruzzo
346,19/11/2020,Cliente W,B102,Prodotto 2,Famiglia B1,222,39.3,27.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Salerno,Salerno,Campania
347,19/11/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,220,39.1,27.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Terni,Terni,Umbria
348,23/11/2020,Cliente W,B102,Prodotto 2,Famiglia B1,218,39.3,27.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Aosta,Aosta,Valle d'Aosta
349,27/11/2020,Cliente W,B102,Prodotto 2,Famiglia B1,216,39.5,27.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trapani,Trapani,Sicilia
350,27/11/2020,Cliente W,B102,Prodotto 2,Famiglia B1,214,40.1,28.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vicenza,Vicenza,Veneto
351,30/11/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,212,40.3,28.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Udine,Udine,Friuli Venezia Giulia
352,02/12/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,210,40.1,28.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Taranto,Taranto,Puglia
353,02/12/2020,Cliente W,B102,Prodotto 2,Famiglia B1,208,40.3,28.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vercelli,Vercelli,Piemonte
354,04/12/2020,Cliente W,B102,Prodotto 2,Famiglia B1,206,40.5,28.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Pesaro e Urbino,Pesaro e Urbino,Marche
355,07/12/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,204,41.1,29.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Sud Sardegna,Sud Sardegna,Sardegna
356,08/12/2020,Cliente X,B102,Prodotto 2,Famiglia B1,202,41.3,29.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trapani,Trapani,Sicilia
357,10/12/2020,Cliente W,B102,Prodotto 2,Famiglia B1,200,41.1,29.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Isernia,Isernia,Molise
358,11/12/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,198,41.3,29.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Udine,Udine,Friuli Venezia Giulia
359,15/12/2020,Cliente X,B102,Prodotto 2,Famiglia B1,196,41.5,29.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trapani,Trapani,Sicilia
360,17/12/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,194,42.1,30.1,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trento,Trento,Trentino-Alto Adige
361,18/12/2020,Cliente W,B102,Prodotto 2,Famiglia B1,192,42.3,30.3,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Vercelli,Vercelli,Piemonte
362,22/12/2020,Cliente Y,B102,Prodotto 2,Famiglia B1,194,40.2,28.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Trento,Trento,Trentino-Alto Adige
363,25/12/2020,Cliente W,B102,Prodotto 2,Famiglia B1,196,39.5,27.5,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Salerno,Salerno,Campania
364,29/12/2020,Cliente Z,B102,Prodotto 2,Famiglia B1,198,39.2,27.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Taranto,Taranto,Puglia
364,31/12/2020,Cliente W,B102,Prodotto 2,Famiglia B1,198,39.2,27.2,Categoria 2,Fornitore 1,Italia,Via Roma 1,99999,Viterbo,Viterbo,Lazio
